KEYBOARD_TYPE: tablet
PRACTICE_WORDS_PER_INPUT: 3
WORD_ORDER: [bale, coy, find, core, hailed, mans, sires, sicker, falls, sue, dipped, dubbed, tin, shier, tales]
KEYBOARD_TYPE: leapAirDynamic
PRACTICE_WORDS_PER_INPUT: 3
WORD_ORDER: [shire, fires, rocker, calls, fore, hale, nailed, zit, due, gin, pens, gales, fibs, topped, tinned]
NUMBER_OF_TIMES_PLANE_BREACHED: [3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
DISTANCE_TRAVELED_TOUCH_ONLY: [1317.3896, 798.4724, 1725.12, 1416.365, 803.5316, 1440.0255, 1638.8088, 843.9041, 585.16815, 400.66702, 1309.4944, 1450.3403, 796.56055, 983.4959, 698.5443]
DISTANCE_TRAVELED_TOUCH_ONLY_SHORTEST: [1317.3896, 798.4724, 1725.12, 1416.365, 803.5316, 1440.0255, 1638.8088, 843.9041, 585.16815, 400.66702, 1309.4944, 1450.3403, 796.56055, 983.4959, 698.5443]
TIME_DURATION_TOUCH_ONLY: [2.7102997, 2.8413389, 4.0209475, 3.1947494, 2.2892873, 3.2548692, 3.7582943, 2.6017609, 2.0719244, 2.654835, 3.3584728, 3.3732183, 2.6498883, 2.8977313, 2.2618759]
TIME_DURATION_TOUCH_ONLY_SHORTEST: [2.7102997, 2.8413389, 4.0209475, 3.1947494, 2.2892873, 3.2548692, 3.7582943, 2.6017609, 2.0719244, 2.654835, 3.3584728, 3.3732183, 2.6498883, 2.8977313, 2.2618759]
AVERAGE_PIXEL_VELOCITY: [231.73474, 281.7224, 429.29388, 442.39822, 351.73343, 442.8719, 436.89603, 324.34396, 282.98254, 151.13991, 390.71933, 430.6551, 300.36374, 339.0127, 308.0663]
REACTION_TIME_FIRST_PRESSED: [7.6151867, 1.4838667, 1.8172983, 1.3004627, 1.9507303, 1.417132, 1.7673138, 1.6172456, 1.1837379, 1.1503814, 2.6176405, 1.8339888, 1.2504015, 1.7840018, 1.5338774]
REACTION_TIME_FIRST_TOUCH: [1.1290685, 1.4838667, 1.8172983, 1.3004627, 1.9507303, 1.417132, 1.7673138, 1.6172456, 1.1837379, 1.1503814, 2.6176405, 1.8339888, 1.2504015, 1.7840018, 1.5338774]
AVERAGE_REACTION_TIME_TO_ERRORS: [2.9845958, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
TEXT_ENTRY_RATE_WPM: [17.710218, 16.893446, 14.921857, 15.024653, 15.725418, 11.060352, 15.964688, 9.224522, 11.583434, 9.040111, 10.719158, 14.229733, 13.585479, 20.705854, 26.526655]
TEXT_ENTRY_RATE_MODIFIED_WPM_SHORTEST: [17.710218, 16.893446, 14.921857, 15.024653, 15.725418, 11.060352, 15.964688, 9.224522, 11.583434, 9.040111, 10.719158, 14.229733, 13.585479, 20.705854, 26.526655]
TEXT_ENTRY_RATE_MODIFIED_WPM_VULTURE: [5.810865, 13.872172, 12.332471, 13.347534, 11.320707, 10.273971, 13.03024, 8.532814, 11.057658, 9.460698, 8.031977, 11.522491, 12.306777, 15.378921, 18.968567]
TEXT_ENTRY_RATE_MODIFIED_WPM_SHORTEST_VULTURE: [5.810865, 13.872172, 12.332471, 13.347534, 11.320707, 10.273971, 13.03024, 8.532814, 11.057658, 9.460698, 8.031977, 11.522491, 12.306777, 15.378921, 18.968567]
ERROR_RATE_KSPC: [1.8, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
ERROR_RATE_MODIFIED_KSPC_SHORTEST: [1.8, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
ERROR_RATE_MODIFIED_MSD_SHORTEST: [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
ERROR_RATE_MODIFIED_MSD_BACKSPACE: [22.222223, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
ERROR_RATE_MWD: [6.666667]
ERROR_RATE_MODIFIED_MWD_SHORTEST: [0.0]
ERROR_RATE_MODIFIED_MWD_BACKSPACE: [6.666667]
TOTAL_ERROR_RATE: [28.57143, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
TOTAL_ERROR_RATE_MODIFIED_SHORTEST: [28.57143, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
TOTAL_ERROR_RATE_MODIFIED_BACKSPACE: [22.222223, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
FRECHET_DISTANCE_TOUCH_ONLY: [412.65372, 143.71751, 205.73616, 294.76917, 181.6484, 290.3223, 238.23062, 217.55927, 144.76988, 98.311935, 254.1317, 289.95447, 147.8662, 258.84375, 181.49234]
FRECHET_DISTANCE_TOUCH_ONLY_MODIFIED_SHORTEST: [412.65372, 143.71751, 205.73616, 294.76917, 181.6484, 290.3223, 238.23062, 217.55927, 144.76988, 98.311935, 254.1317, 289.95447, 147.8662, 258.84375, 181.49234]
FRECHET_DISTANCE_TOUCH_ONLY_MODIFIED_BACKSPACE: [166.46085, 143.71751, 205.73616, 294.76917, 181.6484, 290.3223, 238.23062, 217.55927, 144.76988, 98.311935, 254.1317, 289.95447, 147.8662, 258.84375, 181.49234]
