KEYBOARD_TYPE: controllerConsole
PRACTICE_WORDS_PER_INPUT: 5
WORD_ORDER: [pans, rub, shied, dubbed, tippee, calls, gapes, docker, fie, fibs]
KEYBOARD_TYPE: leapAirDynamic
PRACTICE_WORDS_PER_INPUT: 4
WORD_ORDER: [gales, fir, hipped, jane, subbed, rubs, balls, shirr, yin, docket]
NUMBER_OF_TIMES_PLANE_BREACHED: [1, 1, 1, 1, 1, 10, 1, 1, 1, 1]
DISTANCE_TRAVELED_TOUCH_ONLY: [1391.4347, 595.7841, 932.5012, 1199.7499, 729.7, 1166.359, 1534.1086, 736.61755, 303.02744, 1665.718]
DISTANCE_TRAVELED_TOUCH_ONLY_SHORTEST: [1391.4347, 595.7841, 932.5012, 1199.7499, 729.7, 1166.359, 1534.1086, 736.61755, 303.02744, 1665.718]
TIME_DURATION_TOUCH_ONLY: [4.2034297, 2.285777, 3.2530868, 3.283786, 3.218709, 4.9208093, 4.019105, 3.1173537, 1.9015137, 4.9193797]
TIME_DURATION_TOUCH_ONLY_SHORTEST: [4.2034297, 2.285777, 3.2530868, 3.283786, 3.218709, 4.9208093, 4.019105, 3.1173537, 1.9015137, 4.9193797]
AVERAGE_HAND_VELOCITY: [7.8276424, 6.084675, 7.026863, 8.872216, 7.014106, 4.3968806, 8.64814, 5.599351, 5.602197, 8.011742]
AVERAGE_PIXEL_VELOCITY: [331.16537, 260.9163, 286.92953, 365.23215, 226.7508, 157.22395, 381.8059, 236.27402, 159.47646, 338.6826]
REACTION_TIME_FIRST_PRESSED: [1.9121546, 1.3838965, 2.2509227, 2.417666, 2.0174627, 10.354503, 2.6343422, 2.4176068, 1.6839695, 2.3175905]
REACTION_TIME_FIRST_TOUCH: [1.9121546, 1.3838965, 2.2509227, 2.417666, 2.0174627, 0.7668593, 2.6343422, 2.4176068, 1.6839695, 2.3175905]
AVERAGE_REACTION_TIME_TO_ERRORS: [0.0, 0.0, 0.0, 0.0, 0.0, 2.6400197, 0.0, 0.0, 0.0, 0.0]
TEXT_ENTRY_RATE_WPM: [11.419247, 10.499712, 18.444021, 10.962955, 18.641014, 7.31587, 11.942958, 15.397675, 12.621523, 12.19666]
TEXT_ENTRY_RATE_MODIFIED_WPM_SHORTEST: [11.419247, 10.499712, 18.444021, 10.962955, 18.641014, 7.31587, 11.942958, 15.397675, 12.621523, 12.19666]
TEXT_ENTRY_RATE_MODIFIED_WPM_VULTURE: [9.811001, 9.810138, 13.081374, 8.418908, 13.750504, 3.1423252, 9.017882, 10.840185, 10.040488, 9.9489155]
TEXT_ENTRY_RATE_MODIFIED_WPM_SHORTEST_VULTURE: [9.811001, 9.810138, 13.081374, 8.418908, 13.750504, 3.1423252, 9.017882, 10.840185, 10.040488, 9.9489155]
ERROR_RATE_KSPC: [1.0, 1.0, 1.0, 1.0, 1.0, 3.0, 1.0, 1.0, 1.0, 1.0]
ERROR_RATE_MODIFIED_KSPC_SHORTEST: [1.0, 1.0, 1.0, 1.0, 1.0, 3.0, 1.0, 1.0, 1.0, 1.0]
ERROR_RATE_MODIFIED_MSD_SHORTEST: [0.0, 0.0, 0.0, 0.0, 0.0, 20.0, 0.0, 0.0, 0.0, 0.0]
ERROR_RATE_MODIFIED_MSD_BACKSPACE: [0.0, 0.0, 0.0, 0.0, 0.0, 40.0, 0.0, 0.0, 0.0, 0.0]
ERROR_RATE_MWD: [10.0]
ERROR_RATE_MODIFIED_MWD_SHORTEST: [10.0]
ERROR_RATE_MODIFIED_MWD_BACKSPACE: [10.0]
TOTAL_ERROR_RATE: [0.0, 0.0, 0.0, 0.0, 0.0, 60.000004, 0.0, 0.0, 0.0, 0.0]
TOTAL_ERROR_RATE_MODIFIED_SHORTEST: [0.0, 0.0, 0.0, 0.0, 0.0, 60.000004, 0.0, 0.0, 0.0, 0.0]
TOTAL_ERROR_RATE_MODIFIED_BACKSPACE: [0.0, 0.0, 0.0, 0.0, 0.0, 40.0, 0.0, 0.0, 0.0, 0.0]
FRECHET_DISTANCE_TOUCH_ONLY: [294.86295, 148.13855, 256.1415, 222.28783, 168.66162, 433.4266, 293.43454, 149.39362, 76.249664, 203.28607]
FRECHET_DISTANCE_TOUCH_ONLY_MODIFIED_SHORTEST: [294.86295, 148.13855, 256.1415, 222.28783, 168.66162, 433.4266, 293.43454, 149.39362, 76.249664, 203.28607]
FRECHET_DISTANCE_TOUCH_ONLY_MODIFIED_BACKSPACE: [294.86295, 148.13855, 256.1415, 222.28783, 168.66162, 414.55188, 293.43454, 149.39362, 76.249664, 203.28607]
